Date,DRD,File,Status
1976_11,LANDSAT2_MSS_19761105.120000,/Level-2/LANDSAT2/1976_11/LANDSAT2_MSS_19761105.120000/250_083_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19761105_250_083_L2_BAND6.tif.zip,`/tmp/LANDSAT_2_MSS_19761105_250_083_L2_BAND6.tif' not recognized as a supported file format.
1976_11,LANDSAT2_MSS_19761113.120000,/Level-2/LANDSAT2/1976_11/LANDSAT2_MSS_19761113.120000/240_077_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19761113_240_077_L2_BAND6.tif.zip,too small
1977_06,LANDSAT2_MSS_19770614.120000,/Level-2/LANDSAT2/1977_06/LANDSAT2_MSS_19770614.120000/237_061_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19770614_237_061_L2_BAND4.tif.zip,`/tmp/LANDSAT_2_MSS_19770614_237_061_L2_BAND4.tif' not recognized as a supported file format.
1977_06,LANDSAT2_MSS_19770614.120000,/tmp/LANDSAT_2_MSS_19770614_237_062_L2_BAND7.tif,not exists
1977_06,LANDSAT2_MSS_19770614.120000,/tmp/LANDSAT_2_MSS_19770614_237_062_L2_BAND4.tif,not exists
1977_06,LANDSAT2_MSS_19770614.120000,/tmp/LANDSAT_2_MSS_19770614_237_062_L2_BAND5.tif,not exists
1977_06,LANDSAT2_MSS_19770614.120000,/tmp/LANDSAT_2_MSS_19770614_237_062_L2_BAND6.tif,not exists
1977_07,LANDSAT2_MSS_19770712.130000,/Level-2/LANDSAT2/1977_07/LANDSAT2_MSS_19770712.130000/247_068_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19770712_247_068_L2_BAND6.tif.zip,too small
1977_11,LANDSAT2_MSS_19771123.120000,/Level-2/LANDSAT2/1977_11/LANDSAT2_MSS_19771123.120000/237_081_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19771123_237_081_L2_BAND7.tif.zip,too small
1977_12,LANDSAT2_MSS_19771205.120000,/Level-2/LANDSAT2/1977_12/LANDSAT2_MSS_19771205.120000/249_052_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19771205_249_052_L2_BAND4.tif.zip,`/tmp/LANDSAT_2_MSS_19771205_249_052_L2_BAND4.tif' not recognized as a supported file format.
1979_06,LANDSAT2_MSS_19790606.120000,/Level-2/LANDSAT2/1979_06/LANDSAT2_MSS_19790606.120000/239_067_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19790606_239_067_L2_BAND4.tif.zip,too small
1979_08,LANDSAT2_MSS_19790813.120000,/Level-2/LANDSAT2/1979_08/LANDSAT2_MSS_19790813.120000/235_075_0/2_BC_UTM_WGS84/LANDSAT_2_MSS_19790813_235_075_L2_BAND6.tif.zip,too small
